Annee,ASM_Domestic,ASM_International,Flights_Domestic,Flights_International,Passengers_Domestic,Passengers_International,RPM_Domestic,RPM_International,Airline_Code,Airport_Code,RPM_Total
2005,451995,14599.0,1194,61,170816,7665,320239,10903,GA,NSA,331142
2005,389333,5489.0,965,28,144047,2672,284811,3554,GA,NSA,288365
2005,429692,6078.0,1068,31,183317,3696,367402,4882,GA,NSA,372284
2005,418458,5882.0,1039,30,169839,3035,336446,3950,GA,NSA,340396
2005,466061,6078.0,1105,31,177305,3252,363365,4248,GA,NSA,367613
2005,457732,5882.0,1071,30,194150,3037,399208,4297,GA,NSA,403505
2005,481762,6078.0,1115,31,214456,4117,437944,5749,GA,NSA,443693
2005,472368,6078.0,1106,31,210196,3519,424231,4829,GA,NSA,429060
2005,463731,5868.0,1118,30,162574,2149,329809,3172,GA,NSA,332981
2005,481659,6064.0,1155,31,166444,3043,339631,4175,GA,NSA,343806
2005,446299,5880.0,1081,30,166706,3309,335058,4620,GA,NSA,339678
2005,442439,6066.0,1055,31,167610,4141,335945,5127,GA,NSA,341072
2006,396321,5097.0,962,26,144256,2844,278619,3499,GA,NSA,282118
2006,343767,3137.0,850,16,130727,1918,253743,2141,GA,NSA,255884
2006,449270,6078.0,1084,31,181643,3195,361187,3743,GA,NSA,364930
2006,433720,6573.0,1069,33,172603,4091,346173,5018,GA,NSA,351191
2006,444161,7000.0,1135,35,160487,3386,315136,4165,GA,NSA,319301
2006,473085,8385.0,1189,38,199352,4495,402302,6075,GA,NSA,408377
2006,493247,10660.0,1213,41,213011,7161,429474,9634,GA,NSA,439108
2006,486599,10007.0,1219,39,209113,5777,421206,7151,GA,NSA,428357
2006,430735,9223.0,1095,40,152849,3900,306763,4330,GA,NSA,311093
2006,450988,8538.0,1144,39,170926,4860,343886,5511,GA,NSA,349397
2006,429807,8277.0,1093,37,168950,5741,336973,6726,GA,NSA,343699
2006,452232,28141.0,1152,109,176534,16053,355192,24741,GA,NSA,379933
2007,416842,39970.0,1098,151,150667,14760,292875,22273,GA,NSA,315148
2007,366895,34224.0,975,126,139256,12106,272709,18620,GA,NSA,291329
2007,439207,33994.0,1141,126,186792,14433,372783,23549,GA,NSA,396332
2007,412178,31151.0,1111,115,177578,13607,351966,20722,GA,NSA,372688
2007,409974,25196.0,1115,99,169634,12046,338167,17384,GA,NSA,355551
2007,455328,35402.0,1263,136,206111,18321,412059,28517,GA,NSA,440576
2007,491381,41753.0,1356,157,222675,23132,442844,36914,GA,NSA,479758
2007,482010,36379.0,1329,138,218708,19334,433278,29243,GA,NSA,462521
2007,436286,20034.0,1194,83,164986,9298,335461,12022,GA,NSA,347483
2007,455068,18654.0,1240,80,180257,9593,364195,12480,GA,NSA,376675
2007,456009,25315.0,1233,99,179147,13977,358532,20895,GA,NSA,379427
2007,459799,32860.0,1239,127,181780,19484,364216,30380,GA,NSA,394596
2008,407742,26727.0,1111,104,153492,13648,306428,20657,GA,NSA,327085
2008,358011,24015.0,978,89,135804,10370,271187,15670,GA,NSA,286857
2008,401651,32309.0,1100,120,172940,16509,347943,26225,GA,NSA,374168
2008,376543,24611.0,1020,90,160064,12124,326117,18580,GA,NSA,344697
2008,351418,24761.0,968,92,151302,13695,308748,19850,GA,NSA,328598
2008,425974,30510.0,1125,105,189740,17660,390807,27270,GA,NSA,418077
2008,445912,32048.0,1148,110,199851,18800,408949,29063,GA,NSA,438012
2008,420556,22427.0,1089,79,189540,13269,384890,18345,GA,NSA,403235
2008,355837,6723.0,933,30,150026,5013,303881,5233,GA,NSA,309114
2008,375537,9406.0,996,44,160830,6439,324394,6955,GA,NSA,331349
2008,368795,12390.0,982,52,156972,7486,312944,9106,GA,NSA,322050
2008,389302,23630.0,1027,87,171996,13674,343489,20892,GA,NSA,364381
2009,364834,18397.0,972,66,145251,8769,287875,12977,GA,NSA,300852
2009,320399,17691.0,871,61,129653,7849,257361,12222,GA,NSA,269583
2009,392190,18742.0,1029,58,166141,8330,332785,13752,GA,NSA,346537
2009,371753,15561.0,982,47,163342,7701,330543,12920,GA,NSA,343463
2009,364013,14045.0,982,46,160515,5657,328602,8730,GA,NSA,337332
2009,371844,16868.0,1013,60,176099,10553,354309,15100,GA,NSA,369409
2009,404125,99752.0,1119,108,191155,21746,378609,89066,GA,NSA,467675
2009,388735,86963.0,1089,89,185304,15855,363304,60931,GA,NSA,424235
2009,343822,62562.0,917,50,150309,8991,307185,46638,GA,NSA,353823
2009,366479,66699.0,967,56,159315,11629,326172,58810,GA,NSA,384982
2009,350393,76395.0,933,68,147522,12199,297067,57676,GA,NSA,354743
2009,368809,97166.0,973,113,156010,20647,313340,84118,GA,NSA,397458
2010,514585,167932.0,1526,130,214965,28157,408368,147735,GA,NSA,556103
2010,458475,149888.0,1392,108,198126,22362,373616,121170,GA,NSA,494786
2010,563372,145897.0,1668,104,261785,23435,498306,114790,GA,NSA,613096
2010,554875,140127.0,1557,98,250343,21230,493298,108549,GA,NSA,601847
2010,569975,146510.0,1555,97,248957,22109,492764,116254,GA,NSA,609018
2010,598457,119582.0,1689,116,289606,23807,562549,106974,GA,NSA,669523
2010,630367,127279.0,1794,134,299238,28316,580832,120934,GA,NSA,701766
2010,617716,127464.0,1765,132,298705,25495,578388,108239,GA,NSA,686627
2010,563310,111241.0,1622,83,245992,18071,481984,95853,GA,NSA,577837
2010,583440,117181.0,1689,84,258474,19790,502379,108503,GA,NSA,610882
2010,544141,138208.0,1577,96,239949,22520,462537,116121,GA,NSA,578658
2010,558840,149367.0,1627,124,250484,27836,479507,131337,GA,NSA,610844
2011,564944,151025.0,1631,134,233669,27095,450140,132710,GA,NSA,582850
2011,520251,162537.0,1521,141,218321,25438,422025,128488,GA,NSA,550513
2011,597260,193298.0,1787,177,274067,31053,526250,136282,GA,NSA,662532
2011,547070,124773.0,1601,128,250797,23289,489331,103148,GA,NSA,592479
2011,562395,147678.0,1629,128,258624,26078,506661,124087,GA,NSA,630748
2011,589235,171564.0,1683,156,278558,29790,541868,141086,GA,NSA,682954
2011,620443,177550.0,1734,164,291266,32633,569387,152605,GA,NSA,721992
2011,605519,177645.0,1693,162,291505,29860,566521,146480,GA,NSA,713001
2011,564344,160011.0,1600,130,253222,22869,500504,127693,GA,NSA,628197
2011,590302,167062.0,1652,130,261814,23146,521237,131021,GA,NSA,652258
2011,572695,153664.0,1569,130,251128,23058,505682,118771,GA,NSA,624453
2011,555369,164131.0,1495,172,241400,31423,489549,140391,GA,NSA,629940
2012,537691,158668.0,1473,141,226250,25869,462849,132774,GA,NSA,595623
2012,507870,146874.0,1387,120,210342,22060,433386,119464,GA,NSA,552850
2012,588562,166510.0,1642,152,264918,28931,535119,135803,GA,NSA,670922
2012,561576,172442.0,1595,140,255511,24392,507746,119423,GA,NSA,627169
2012,580084,179407.0,1639,127,258742,25952,516873,141043,GA,NSA,657916
2012,606124,166620.0,1696,150,283161,30781,564402,148568,GA,NSA,712970
2012,627049,166401.0,1759,161,289760,33419,574589,152998,GA,NSA,727587
2012,629950,169100.0,1786,163,296418,30859,584134,141530,GA,NSA,725664
2012,565770,154668.0,1615,121,239247,25284,472028,136528,GA,NSA,608556
2012,585996,161574.0,1661,127,259754,24953,514428,136818,GA,NSA,651246
2012,571629,158227.0,1588,130,253661,24552,502815,127989,GA,NSA,630804
2012,555231,172858.0,1516,179,243032,33112,486791,148949,GA,NSA,635740
2013,533737,161612.0,1587,141,236745,25645,457931,135317,GA,NSA,593248
2013,485658,143600.0,1414,113,213613,21707,412913,123006,GA,NSA,535919
2013,605698,163285.0,1796,134,284952,27294,546994,143146,GA,NSA,690140
2013,592145,152827.0,1737,128,278121,22445,531700,116811,GA,NSA,648511
2013,613471,156883.0,1809,128,288365,24971,546824,134410,GA,NSA,681234
2013,633241,155425.0,1907,141,316286,29186,587565,141295,GA,NSA,728860
2013,673123,190735.0,2086,252,330667,44875,607140,168901,GA,NSA,776041
2013,676732,189989.0,2103,253,335049,41576,614212,160803,GA,NSA,775015
2013,576021,176038.0,1743,209,263137,33660,490330,146597,GA,NSA,636927
2013,602415,176057.0,1837,210,276648,34206,516257,150275,GA,NSA,666532
2013,574818,175302.0,1706,217,248055,36703,465257,152501,GA,NSA,617758
2013,605390,184232.0,1810,235,281912,42539,531868,168300,GA,NSA,700168
2014,576143,208092.0,1695,256,260269,45249,497499,180941,GA,NSA,678440
2014,508976,188200.0,1470,231,228118,39694,439152,163115,GA,NSA,602267
2014,630674,219861.0,1766,263,296747,45846,570275,189165,GA,NSA,759440
2014,640183,205898.0,1795,224,299396,38284,578993,157487,GA,NSA,736480
2014,672000,213022.0,1855,231,304437,41305,598575,178548,GA,NSA,777123
2014,677054,208253.0,1906,240,324467,46045,624605,179986,GA,NSA,804591
2014,705475,239209.0,1972,320,333957,56171,643249,205934,GA,NSA,849183
2014,716852,239116.0,2030,321,337992,51936,645111,199072,GA,NSA,844183
2014,668696,225274.0,1900,295,291182,46223,564812,180218,GA,NSA,745030
2014,694120,224319.0,1985,311,310932,48097,604080,185717,GA,NSA,789797
2014,642431,246150.0,1860,336,282043,52378,545309,198190,GA,NSA,743499
2014,649239,272779.0,1887,414,296149,68464,572209,237917,GA,NSA,810126
2015,625218,285698.0,1823,457,269241,63325,513455,225819,GA,NSA,739274
2015,567549,237799.0,1623,365,254813,51688,488666,190923,GA,NSA,679589
2015,708019,268875.0,2091,412,340332,62593,639496,223598,GA,NSA,863094
2015,687734,248505.0,1990,354,319652,51244,601815,184661,GA,NSA,786476
2015,726128,263867.0,2126,362,338719,56368,638070,212035,GA,NSA,850105
2015,755958,270238.0,2474,403,396026,68867,699207,237811,GA,NSA,937018
2015,800228,324967.0,2659,445,413335,77834,727727,281516,GA,NSA,1009243
2015,813808,333649.0,2722,423,413862,72256,721421,285576,GA,NSA,1006997
2015,698318,299011.0,2506,340,349416,58268,605295,242697,GA,NSA,847992
2015,727316,281248.0,2649,328,372976,59186,642244,245287,GA,NSA,887531
2015,694619,257389.0,2636,311,352297,53969,599253,212937,GA,NSA,812190
2015,692310,298615.0,2535,386,348428,69870,599605,264692,GA,NSA,864297
2016,671875,299857.0,2618,390,335674,65159,562677,254740,GA,NSA,817417
2016,641909,271663.0,2518,338,319142,56348,532855,233992,GA,NSA,766847
2016,759179,292141.0,2970,361,403692,64777,676554,251056,GA,NSA,927610
2016,773380,282417.0,3071,348,406396,56324,670860,216940,GA,NSA,887800
2016,817048,274209.0,3174,326,428155,58633,714696,233872,GA,NSA,948568
2016,849431,284097.0,3323,346,473972,67496,778380,257109,GA,NSA,1035489
2016,898965,294894.0,3462,361,491635,68450,804899,263600,GA,NSA,1068499
2016,872330,282772.0,3381,345,461432,60706,758816,244837,GA,NSA,1003653
2016,730868,260606.0,2842,296,388290,55046,649934,229890,GA,NSA,879824
2016,740289,261898.0,2888,297,395805,56619,662672,234622,GA,NSA,897294
2016,681631,218149.0,2629,260,365484,48635,610879,190207,GA,NSA,801086
2016,718751,263533.0,2714,367,375791,66516,639189,234504,GA,NSA,873693
2017,661694,0.0,2326,0,320928,0,558906,0,GA,NSA,558906
2017,613007,0.0,2158,0,298584,0,522787,0,GA,NSA,522787
2017,765187,0.0,2666,0,391799,0,691275,0,GA,NSA,691275
2002,833788,274514.0,3257,248,344439,48353,560011,239867,AA,NSA,799878
2002,776764,266952.0,3018,239,332760,47199,523299,222103,AA,NSA,745402
2002,834240,280750.0,3219,258,394772,51693,630767,240815,AA,NSA,871582
2003,814392,280727.0,3159,261,351436,51244,562675,244018,AA,NSA,806693
2003,712123,244192.0,2788,222,307248,43568,494869,207809,AA,NSA,702678
2003,809949,265936.0,3163,244,360295,42447,588826,194981,AA,NSA,783807
2003,735914,196870.0,2918,185,342323,29373,556939,137506,AA,NSA,694445
2003,741439,200609.0,2997,185,350501,35614,564396,169184,AA,NSA,733580
2003,748545,196591.0,2981,186,374409,37816,623043,172906,AA,NSA,795949
2003,814365,203123.0,3176,194,396722,39519,656010,182561,AA,NSA,838571
2003,784996,204052.0,3102,196,395401,38606,649671,171051,AA,NSA,820722
2003,708246,195734.0,2880,180,294159,33516,469027,159108,AA,NSA,628135
2003,736448,214899.0,2980,186,316958,36398,509835,181844,AA,NSA,691679
2003,730808,207884.0,2897,188,323008,39050,512131,184766,AA,NSA,696897
2003,787444,217833.0,3117,198,366998,40343,594983,189114,AA,NSA,784097
2004,785966,219484.0,3043,199,326983,39768,528386,189928,AA,NSA,718314
2004,730063,198279.0,2854,174,322835,33819,518090,166090,AA,NSA,684180
2004,802636,211727.0,3122,186,383143,37999,616424,180582,AA,NSA,797006
2004,799635,207830.0,3097,180,397745,34601,643115,161305,AA,NSA,804420
2004,786935,214908.0,3153,186,388540,37582,619545,179900,AA,NSA,799445
2004,803698,205562.0,3228,178,422536,40479,688918,186699,AA,NSA,875617
2004,828395,214781.0,3353,186,438084,41668,711898,190636,AA,NSA,902534
2004,831113,212333.0,3373,185,442094,40914,715791,181902,AA,NSA,897693
2004,731527,205476.0,3070,180,345831,35627,546608,166478,AA,NSA,713086
2004,752844,207053.0,3137,184,364917,37440,577695,178169,AA,NSA,755864
2004,681010,204869.0,2891,180,347728,36775,544808,166407,AA,NSA,711215
2004,703637,230282.0,2974,195,364286,41776,568345,193967,AA,NSA,762312
2005,633131,248624.0,2725,204,319788,41725,495793,203079,AA,NSA,698872
2005,592920,223176.0,2502,184,293890,36483,461315,177081,AA,NSA,638396
2005,687836,238442.0,2833,200,363567,41659,584038,192656,AA,NSA,776694
2005,637991,204038.0,2699,184,337428,36380,522497,166342,AA,NSA,688839
2005,658106,211700.0,2827,186,353575,38464,543085,179888,AA,NSA,722973
2005,675445,231879.0,2800,229,385617,46026,610057,211723,AA,NSA,821780
2005,704176,245187.0,2899,247,388237,47490,620978,212229,AA,NSA,833207
2005,694603,245198.0,2917,247,387002,46367,613122,205715,AA,NSA,818837
2005,626700,215779.0,2744,216,317383,40575,492153,184585,AA,NSA,676738
2005,647207,214931.0,2860,216,340369,41557,528893,187565,AA,NSA,716458
2005,650334,208065.0,2815,209,344390,41196,531548,182614,AA,NSA,714162
2005,684615,238674.0,2910,227,357531,45380,559832,204981,AA,NSA,764813
2006,658791,249584.0,2830,233,318159,46886,494014,216797,AA,NSA,710811
2006,634910,228679.0,2693,213,309780,41398,489892,183418,AA,NSA,673310
2006,729089,253297.0,2995,238,374726,47051,601822,207176,AA,NSA,808998
2006,711652,244021.0,2861,232,378915,42279,603523,185229,AA,NSA,788752
2006,717336,210901.0,3001,198,379495,39385,592150,184297,AA,NSA,776447
2006,731865,242191.0,2957,255,398158,50290,636774,223811,AA,NSA,860585
2006,756672,260405.0,3053,283,413644,52962,661983,227234,AA,NSA,889217
2006,754298,261567.0,3161,283,402623,52192,634264,227496,AA,NSA,861760
2006,643331,241645.0,2868,232,323817,41556,495411,203077,AA,NSA,698488
2006,658343,234324.0,2963,220,347233,41793,532516,195128,AA,NSA,727644
2006,655304,208544.0,2879,196,343839,40352,526720,181714,AA,NSA,708434
2006,679612,232650.0,2927,216,353733,43930,557126,197006,AA,NSA,754132
2007,655252,246567.0,2807,208,320007,43824,503113,210451,AA,NSA,713564
2007,592376,224300.0,2535,193,301248,38798,463517,182297,AA,NSA,645814
2007,688762,242356.0,2946,216,382097,43745,588491,199079,AA,NSA,787570
2007,650320,208409.0,2781,195,375025,37764,575688,165918,AA,NSA,741606
2007,654601,212148.0,2826,197,369459,38634,570253,171789,AA,NSA,742042
2007,652330,208926.0,2702,219,373488,44629,599675,186124,AA,NSA,785799
2007,686599,222286.0,2791,231,368874,46867,607179,195874,AA,NSA,803053
2007,695428,225288.0,2856,234,380098,45914,626216,188046,AA,NSA,814262
2007,564284,206455.0,2488,186,282432,36340,447534,171072,AA,NSA,618606
2007,619578,221332.0,2690,193,318345,38666,503168,182600,AA,NSA,685768
2007,614574,281589.0,2589,214,314680,43400,499892,212076,AA,NSA,711968
2007,641561,332421.0,2607,253,313719,54933,508796,277647,AA,NSA,786443
2008,577227,338793.0,2359,261,268373,50830,433717,272485,AA,NSA,706202
2008,573599,300744.0,2338,239,268175,42732,431720,218690,AA,NSA,650410
2008,637649,311262.0,2547,227,324424,45797,532541,233961,AA,NSA,766502
2008,595720,296400.0,2384,218,312127,41121,514520,203726,AA,NSA,718246
2008,608195,308095.0,2415,228,318781,45885,525458,232032,AA,NSA,757490
2008,640756,308325.0,2518,240,345392,51945,580536,260972,AA,NSA,841508
2008,685734,291500.0,2661,240,351502,50181,596667,241850,AA,NSA,838517
2008,661679,292332.0,2571,262,355486,51712,591139,232160,AA,NSA,823299
2008,523446,212710.0,2111,156,262961,33682,416822,173640,AA,NSA,590462
2008,536081,210233.0,2205,152,283340,34224,453079,170916,AA,NSA,623995
2008,489758,175899.0,1905,124,240626,27320,391689,135311,AA,NSA,527000
2008,536039,237125.0,2049,165,271439,34336,449799,177562,AA,NSA,627361
2009,503152,226370.0,1951,159,240380,30935,395314,171164,AA,NSA,566478
2009,489357,174508.0,1905,126,238562,23931,396128,124608,AA,NSA,520736
2009,566975,195322.0,2240,139,292851,27980,482564,139124,AA,NSA,621688
2009,557809,192144.0,2160,135,297830,28754,488514,140854,AA,NSA,629368
2009,557943,195877.0,2188,127,297162,27698,487652,144653,AA,NSA,632305
2009,585765,195441.0,2328,137,326191,34982,546437,176722,AA,NSA,723159
2009,635139,206632.0,2513,157,344038,38094,573669,183273,AA,NSA,756942
2009,636025,207164.0,2479,164,342822,38661,570235,174559,AA,NSA,744794
2009,491676,174553.0,2039,131,257637,29505,414368,151751,AA,NSA,566119
2009,520916,178394.0,2114,133,280794,30816,454642,159926,AA,NSA,614568
2009,496686,168091.0,1951,127,256271,27839,414156,145094,AA,NSA,559250
2009,541334,178993.0,2073,145,274528,30341,452992,159168,AA,NSA,612160
2010,594703,181258.0,2057,143,264834,28602,438269,154155,AA,NSA,592424
2010,472178,164107.0,1850,132,238234,26963,389011,135346,AA,NSA,524357
2010,568091,182718.0,2192,138,294296,29413,495792,149661,AA,NSA,645453
2010,553614,180765.0,2064,127,286819,28951,483031,135083,AA,NSA,618114
2010,566351,199966.0,2108,142,291993,32831,492111,158322,AA,NSA,650433
2010,610232,202883.0,2264,171,328424,39524,567753,180126,AA,NSA,747879
2010,642140,213613.0,2363,191,328922,40670,575921,190094,AA,NSA,766015
2010,632451,211480.0,2340,178,337845,41620,580701,187989,AA,NSA,768690
2010,526260,194950.0,2071,136,274939,33260,448441,169787,AA,NSA,618228
2010,560601,202127.0,2184,180,300806,36568,487345,174832,AA,NSA,662177
2010,527224,183722.0,1963,186,267907,33394,443438,156112,AA,NSA,599550
2010,532029,273375.0,1984,220,267199,41985,454640,219757,AA,NSA,674397
2011,492574,243628.0,1932,238,243694,40143,399493,206868,AA,NSA,606361
2011,447774,178762.0,1762,200,225784,30375,368073,139314,AA,NSA,507387
2011,527186,204531.0,2054,245,275169,36887,461179,152933,AA,NSA,614112
2011,504990,202024.0,1925,244,265423,38549,441434,157739,AA,NSA,599173
2011,507622,219991.0,1964,258,272944,43832,447916,185858,AA,NSA,633774
2011,571373,245660.0,2144,270,310917,49332,533363,218355,AA,NSA,751718
2011,609036,262411.0,2257,284,324907,53181,564854,230820,AA,NSA,795674
2011,599301,258529.0,2223,266,317407,50629,543754,220248,AA,NSA,764002
2011,459901,240728.0,1895,220,256495,39283,408541,193501,AA,NSA,602042
2011,468450,236719.0,1928,204,262963,39375,414128,201970,AA,NSA,616098
2011,434713,223622.0,1714,208,237204,36057,381134,168937,AA,NSA,550071
2011,517180,239691.0,1950,235,268507,42140,453152,198613,AA,NSA,651765
2012,657759,258905.0,2439,305,327501,49951,551020,204560,AA,NSA,755580
2012,627878,243589.0,2327,286,307049,44647,516235,187632,AA,NSA,703867
2012,732581,268513.0,2615,315,368890,50188,645758,206677,AA,NSA,852435
2012,716332,245144.0,2600,268,361476,48128,627861,200579,AA,NSA,828440
2012,745732,263085.0,2654,282,369863,52777,651454,227176,AA,NSA,878630
2012,836627,245342.0,2958,269,424352,51054,748476,217697,AA,NSA,966173
2012,877073,264129.0,3071,283,439266,56087,778839,236441,AA,NSA,1015280
2012,847222,257297.0,3004,263,437196,51285,766628,225230,AA,NSA,991858
2012,682119,242600.0,2470,224,329893,42795,556494,208541,AA,NSA,765035
2012,666253,245797.0,2452,226,343538,42521,575266,209651,AA,NSA,784917
2012,630367,231171.0,2305,240,320466,41081,541433,181714,AA,NSA,723147
2012,705468,246126.0,2491,264,348350,46866,610772,201144,AA,NSA,811916
2013,632020,256101.0,2301,276,313399,44402,526114,200639,AA,NSA,726753
2013,564821,229967.0,2109,247,285455,39241,475440,178893,AA,NSA,654333
2013,676106,251050.0,2424,278,350472,48768,603239,209059,AA,NSA,812298
2013,705941,252729.0,2510,273,354207,46893,618879,199666,AA,NSA,818545
2013,778526,266665.0,2735,283,391439,52114,692309,228473,AA,NSA,920782
2013,894639,254060.0,3105,272,457768,52847,814240,226786,AA,NSA,1041026
2013,932850,268852.0,3215,289,466082,56366,837321,244469,AA,NSA,1081790
2013,884197,243841.0,3119,272,455288,48594,806291,217029,AA,NSA,1023320
2013,727822,224809.0,2694,216,342512,39030,598616,191842,AA,NSA,790458
2013,745681,235488.0,2723,232,365546,40848,630070,196053,AA,NSA,826123
2013,706535,217651.0,2570,246,341864,41084,582791,171358,AA,NSA,754149
2013,770879,233868.0,2757,264,398524,45827,689639,189898,AA,NSA,879537
2014,671932,236677.0,2458,262,342602,43015,579894,193074,AA,NSA,772968
2014,585969,211233.0,2182,232,301081,37233,497586,171531,AA,NSA,669117
2014,731110,248933.0,2573,316,374412,48893,646450,199086,AA,NSA,845536
2014,703429,211175.0,2551,276,364510,43304,619943,177227,AA,NSA,797170
2014,785350,224785.0,2780,294,403036,47715,699116,202058,AA,NSA,901174
2014,872698,220235.0,3032,301,448152,50971,800002,198300,AA,NSA,998302
2014,924399,226088.0,3200,309,465316,52238,827628,205918,AA,NSA,1033546
2014,867028,224190.0,3046,276,450984,47123,788757,200194,AA,NSA,988951
2014,715521,204544.0,2641,207,348800,36696,591924,182972,AA,NSA,774896
2014,739868,218452.0,2727,219,360493,37132,612785,184001,AA,NSA,796786
2014,680360,247791.0,2498,234,335384,39913,564424,201215,AA,NSA,765639
2014,744310,268385.0,2635,266,376366,47188,655052,226128,AA,NSA,881180
2015,628276,263673.0,2333,231,321136,40560,533909,221559,AA,NSA,755468
2015,565409,232718.0,2105,197,289044,33748,478575,187123,AA,NSA,665698
2015,694751,271400.0,2462,254,358287,44031,610881,217123,AA,NSA,828004
2015,689537,263142.0,2393,251,340314,40160,586091,192662,AA,NSA,778753
2015,758099,287223.0,2616,278,369698,47244,645772,226459,AA,NSA,872231
2015,844161,293402.0,2726,297,414291,55479,761082,252009,AA,NSA,1013091
2015,876577,305448.0,2842,321,432659,59390,783914,270031,AA,NSA,1053945
2015,840820,298535.0,2755,299,422681,54332,747722,252527,AA,NSA,1000249
2015,718779,270462.0,2434,215,353723,40233,601985,222553,AA,NSA,824538
2015,741729,283066.0,2555,232,376889,43263,635247,235981,AA,NSA,871228
2015,634279,273074.0,2209,263,323186,44664,541820,216932,AA,NSA,758752
2015,704157,296643.0,2327,285,352297,51529,608672,242591,AA,NSA,851263
2016,566080,281667.0,1965,236,287177,41851,474203,232981,AA,NSA,707184
2016,553740,263075.0,1920,206,274736,37126,454909,210864,AA,NSA,665773
2016,640190,278214.0,2249,244,337443,42556,566485,211259,AA,NSA,777744
2016,636807,277342.0,2259,249,322756,41591,539197,205123,AA,NSA,744320
2016,709411,293322.0,2475,272,368417,48367,625532,232602,AA,NSA,858134
2016,754536,290619.0,2501,287,397025,56481,694817,260782,AA,NSA,955599
2016,790267,299669.0,2663,308,414390,60256,714726,274134,AA,NSA,988860
2016,783369,281861.0,2691,262,401568,49062,685590,240304,AA,NSA,925894
2016,689452,265130.0,2389,212,348279,39966,595289,219790,AA,NSA,815079
2016,724121,277561.0,2544,231,382550,43219,642276,232310,AA,NSA,874586
2016,649465,276025.0,2317,268,353007,47563,572154,223725,AA,NSA,795879
2016,697727,300747.0,2356,310,365522,55867,615338,248981,AA,NSA,864319
2017,593280,0.0,2063,0,313046,0,508970,0,AA,NSA,508970
2017,523853,0.0,1858,0,274105,0,439238,0,AA,NSA,439238
2017,628311,0.0,2196,0,341045,0,562927,0,AA,NSA,562927
2002,260893,6254.0,1931,186,175018,9607,174821,3307,FA,AMP,178128
2002,271253,5639.0,1998,170,182205,8562,183341,2951,FA,AMP,186292
2002,277273,5145.0,2016,155,201904,8066,206526,2718,FA,AMP,209244
2003,276264,4968.0,1954,158,168528,7044,173298,2363,FA,AMP,175661
2003,234144,3977.0,1653,126,157524,6690,162800,2126,FA,AMP,164926
2003,275947,5668.0,1932,169,175080,7635,181991,2531,FA,AMP,184522
2003,265841,5544.0,1867,165,181183,6456,187327,1966,FA,AMP,189293
2003,268552,5404.0,1888,160,190858,7415,194466,2457,FA,AMP,196923
2003,266312,5355.0,1877,156,192341,8843,194887,2932,FA,AMP,197819
2003,280939,5218.0,1960,152,212363,10426,217494,3640,FA,AMP,221134
2003,269460,5197.0,1883,149,211302,10941,215720,3961,FA,AMP,219681
2003,256742,4928.0,1792,148,158560,9269,160126,3268,FA,AMP,163394
2003,283112,5268.0,1966,159,192235,8892,196903,3111,FA,AMP,200014
2003,258586,4480.0,1809,135,184349,7361,191507,2583,FA,AMP,194090
2003,262365,4542.0,1844,137,198413,7191,207881,2480,FA,AMP,210361
2004,272146,3313.0,1843,78,170969,3941,179491,1358,FA,AMP,180849
2004,264417,3031.0,1770,66,179229,3525,186941,1190,FA,AMP,188131
2004,287164,3398.0,1915,74,207770,4876,217459,1655,FA,AMP,219114
2004,284580,3307.0,1915,72,211545,5827,219466,1968,FA,AMP,221434
2004,276879,4026.0,1875,79,195759,6784,202114,2404,FA,AMP,204518
2004,269444,4163.0,1854,82,202152,7174,207340,2510,FA,AMP,209850
2004,272034,5491.0,1863,92,214281,7874,221861,3331,FA,AMP,225192
2004,277747,5093.0,1911,92,221436,9743,227729,3976,FA,AMP,231705
2004,251149,3628.0,1718,79,172212,8212,175895,2789,FA,AMP,178684
2004,278633,3582.0,1882,78,203369,7132,209114,2349,FA,AMP,211463
2004,272377,3468.0,1855,73,194963,4886,200739,1724,FA,AMP,202463
2004,284541,4120.0,1929,80,210318,5826,218950,2207,FA,AMP,221157
2005,265458,4542.0,1788,80,180542,4959,189209,1908,FA,AMP,191117
2005,252186,4191.0,1706,74,184362,4736,192340,2067,FA,AMP,194407
2005,283275,4564.0,1909,81,217666,5562,227886,2620,FA,AMP,230506
2005,280013,5106.0,1856,85,216956,6151,224826,2759,FA,AMP,227585
2005,290805,5357.0,1906,88,218874,7209,227303,2886,FA,AMP,230189
2005,265904,5217.0,1798,86,214090,7851,217689,3180,FA,AMP,220869
2005,266544,5926.0,1818,96,218818,8967,224827,3811,FA,AMP,228638
2005,271324,5114.0,1856,88,217873,9023,222465,3563,FA,AMP,226028
2005,259398,3643.0,1762,71,188238,5816,190299,1921,FA,AMP,192220
2005,257383,3682.0,1757,72,197328,5638,199885,1880,FA,AMP,201765
2005,273969,3375.0,1862,66,218959,5752,223383,1950,FA,AMP,225333
2005,286726,3103.0,1948,61,228149,4477,235856,1456,FA,AMP,237312
2006,292624,2629.0,1983,52,201130,3552,207932,1156,FA,AMP,209088
2006,254981,2325.0,1735,46,186268,3287,192230,1011,FA,AMP,193241
2006,297080,2677.0,2025,53,227976,4517,235461,1337,FA,AMP,236798
2006,270795,2721.0,1841,54,223293,3909,226102,1258,FA,AMP,227360
2006,279061,2871.0,1898,57,224811,5702,227159,1911,FA,AMP,229070
2006,261047,2822.0,1785,56,218565,5895,220930,1938,FA,AMP,222868
